weights,n,w_OA,w_TN,w_IPO,w_GOLD,w_MYB,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.30|IPO:0.50|OA:0.10|TN:0.10,4,0.1,0.1,0.5,0.3,0.0,25.22,-1.39,-7.56,3.308,1.596,360,0,360,31.46,1.13,-7.56,4.128,2.179,360,0,237,False,3.308
IPO:0.60|MYB:0.20|OA:0.10|TN:0.10,4,0.1,0.1,0.6,0.0,0.2,28.82,2.2,-14.19,2.039,0.37,328,0,0,37.68,7.48,-14.19,2.666,0.749,355,0,0,False,2.039
GOLD:0.10|IPO:0.60|MYB:0.10|OA:0.10|TN:0.10,5,0.1,0.1,0.6,0.1,0.1,27.86,1.24,-11.47,2.438,0.749,358,0,0,35.86,5.61,-11.47,3.135,1.217,360,0,0,False,2.438
GOLD:0.20|IPO:0.60|OA:0.10|TN:0.10,4,0.1,0.1,0.6,0.2,0.0,26.83,0.2,-9.2,2.906,1.223,360,0,0,33.96,3.68,-9.2,3.668,1.754,360,0,5,False,2.906
IPO:0.70|MYB:0.10|OA:0.10|TN:0.10,4,0.1,0.1,0.7,0.0,0.1,29.35,2.77,-15.12,1.95,0.27,308,0,0,38.29,8.1,-15.12,2.54,0.618,349,0,0,False,1.95
GOLD:0.10|IPO:0.70|OA:0.10|TN:0.10,4,0.1,0.1,0.7,0.1,0.0,28.36,1.76,-12.46,2.296,0.605,350,0,0,36.41,6.2,-12.46,2.943,1.021,360,0,0,False,2.296
IPO:0.80|OA:0.10|TN:0.10,3,0.1,0.1,0.8,0.0,0.0,29.84,3.28,-16.1,1.863,0.183,273,0,0,38.82,8.55,-16.1,2.415,0.494,338,0,27,False,1.863
MYB:0.70|OA:0.10|TN:0.20,3,0.1,0.2,0.0,0.0,0.7,24.08,-2.48,-13.43,1.779,0.101,248,0,0,31.45,1.36,-13.43,2.327,0.402,331,0,0,False,1.779
GOLD:0.10|MYB:0.60|OA:0.10|TN:0.20,4,0.1,0.2,0.0,0.1,0.6,23.28,-3.26,-11.11,2.079,0.399,339,0,0,29.88,-0.32,-11.11,2.668,0.754,359,0,0,False,2.079
GOLD:0.20|MYB:0.50|OA:0.10|TN:0.20,4,0.1,0.2,0.0,0.2,0.5,22.41,-4.16,-9.36,2.384,0.686,359,0,0,28.23,-2.02,-9.36,3.005,1.077,360,33,33,False,2.384
GOLD:0.30|MYB:0.40|OA:0.10|TN:0.20,4,0.1,0.2,0.0,0.3,0.4,21.45,-5.11,-8.29,2.578,0.898,360,15,15,26.5,-3.77,-8.04,3.292,1.39,360,90,90,False,2.578
GOLD:0.40|MYB:0.30|OA:0.10|TN:0.20,4,0.1,0.2,0.0,0.4,0.3,20.44,-6.15,-10.15,1.979,0.353,329,0,0,24.72,-5.56,-6.88,3.58,1.689,360,142,142,False,1.979
GOLD:0.50|MYB:0.20|OA:0.10|TN:0.20,4,0.1,0.2,0.0,0.5,0.2,19.4,-7.24,-12.3,1.547,-0.089,94,0,0,22.87,-7.43,-6.01,3.848,1.795,360,137,137,False,1.547
GOLD:0.60|MYB:0.10|OA:0.10|TN:0.20,4,0.1,0.2,0.0,0.6,0.1,18.23,-8.39,-14.41,1.245,-0.414,1,0,0,20.99,-9.37,-6.47,3.246,1.295,360,48,48,False,1.245
GOLD:0.70|OA:0.10|TN:0.20,3,0.1,0.2,0.0,0.7,0.0,17.03,-9.6,-16.49,1.019,-0.645,0,0,0,19.02,-11.39,-8.08,2.377,0.403,328,0,0,False,1.019
IPO:0.10|MYB:0.60|OA:0.10|TN:0.20,4,0.1,0.2,0.1,0.0,0.6,24.89,-1.68,-12.31,2.022,0.336,325,0,356,32.44,2.28,-12.31,2.627,0.711,356,0,358,False,2.022
GOLD:0.10|IPO:0.10|MYB:0.50|OA:0.10|TN:0.20,5,0.1,0.2,0.1,0.1,0.5,24.08,-2.53,-10.08,2.374,0.676,359,0,342,30.83,0.57,-10.08,3.031,1.1,360,34,360,False,2.374
GOLD:0.20|IPO:0.10|MYB:0.40|OA:0.10|TN:0.20,5,0.1,0.2,0.1,0.2,0.4,23.17,-3.44,-8.58,2.67,1.006,360,22,316,29.1,-1.15,-8.58,3.344,1.458,360,104,358,False,2.67
GOLD:0.30|IPO:0.10|MYB:0.30|OA:0.10|TN:0.20,5,0.1,0.2,0.1,0.3,0.3,22.21,-4.42,-7.82,2.803,1.152,360,49,356,27.33,-2.93,-7.31,3.696,1.806,360,166,343,False,2.803
GOLD:0.40|IPO:0.10|MYB:0.20|OA:0.10|TN:0.20,5,0.1,0.2,0.1,0.4,0.2,21.17,-5.45,-9.89,2.103,0.477,344,0,360,25.51,-4.74,-6.19,4.1,2.204,360,268,338,False,2.103
GOLD:0.50|IPO:0.10|MYB:0.10|OA:0.10|TN:0.20,5,0.1,0.2,0.1,0.5,0.1,20.07,-6.55,-12.05,1.638,0.0,181,0,360,23.68,-6.69,-5.19,4.58,2.543,360,326,360,False,1.638
GOLD:0.60|IPO:0.10|OA:0.10|TN:0.20,4,0.1,0.2,0.1,0.6,0.0,18.9,-7.75,-14.16,1.312,-0.342,12,0,360,21.74,-8.69,-5.72,3.797,1.827,360,153,360,False,1.312
IPO:0.20|MYB:0.50|OA:0.10|TN:0.20,4,0.1,0.2,0.2,0.0,0.5,25.67,-0.9,-11.33,2.264,0.572,354,0,343,33.29,3.1,-11.33,2.937,1.002,360,13,357,False,2.264
GOLD:0.10|IPO:0.20|MYB:0.40|OA:0.10|TN:0.20,5,0.1,0.2,0.2,0.1,0.4,24.8,-1.78,-9.37,2.616,0.964,360,26,323,31.63,1.45,-9.37,3.335,1.464,360,108,356,False,2.616
GOLD:0.20|IPO:0.20|MYB:0.30|OA:0.10|TN:0.20,5,0.1,0.2,0.2,0.2,0.3,23.87,-2.72,-7.98,2.973,1.32,360,101,303,29.92,-0.4,-7.98,3.708,1.85,360,178,344,False,2.973
GOLD:0.30|IPO:0.20|MYB:0.20|OA:0.10|TN:0.20,5,0.1,0.2,0.2,0.3,0.2,22.87,-3.72,-7.46,3.019,1.377,360,105,359,28.14,-2.19,-6.66,4.157,2.316,360,268,317,False,3.019
GOLD:0.40|IPO:0.20|MYB:0.10|OA:0.10|TN:0.20,5,0.1,0.2,0.2,0.4,0.1,21.81,-4.79,-9.64,2.228,0.598,355,0,360,26.27,-4.07,-5.67,4.617,2.752,360,344,360,False,2.228
GOLD:0.50|IPO:0.20|OA:0.10|TN:0.20,4,0.1,0.2,0.2,0.5,0.0,20.67,-5.94,-11.8,1.726,0.09,236,0,360,24.35,-6.02,-5.26,4.632,2.68,360,346,360,False,1.726
IPO:0.30|MYB:0.40|OA:0.10|TN:0.20,4,0.1,0.2,0.3,0.0,0.4,26.37,-0.17,-11.07,2.374,0.689,357,0,212,34.14,3.96,-11.07,3.068,1.151,360,50,302,False,2.374
GOLD:0.10|IPO:0.30|MYB:0.30|OA:0.10|TN:0.20,5,0.1,0.2,0.3,0.1,0.3,25.48,-1.09,-8.84,2.875,1.201,360,61,255,32.44,2.16,-8.84,3.669,1.752,360,151,319,False,2.875
GOLD:0.20|IPO:0.30|MYB:0.20|OA:0.10|TN:0.20,5,0.1,0.2,0.3,0.2,0.2,24.52,-2.03,-7.39,3.302,1.671,360,197,270,30.64,0.36,-7.39,4.115,2.276,360,257,311,False,3.302
GOLD:0.30|IPO:0.30|MYB:0.10|OA:0.10|TN:0.20,5,0.1,0.2,0.3,0.3,0.1,23.51,-3.06,-7.19,3.209,1.589,360,153,360,28.8,-1.45,-6.4,4.515,2.593,360,332,321,False,3.209
GOLD:0.40|IPO:0.30|OA:0.10|TN:0.20,4,0.1,0.2,0.3,0.4,0.0,22.42,-4.19,-9.38,2.358,0.729,357,1,360,26.9,-3.37,-5.93,4.555,2.585,360,337,358,False,2.358
IPO:0.40|MYB:0.30|OA:0.10|TN:0.20,4,0.1,0.2,0.4,0.0,0.3,27.0,0.5,-11.82,2.29,0.626,351,2,27,34.8,4.74,-11.82,2.952,1.058,360,37,105,False,2.29
GOLD:0.10|IPO:0.40|MYB:0.20|OA:0.10|TN:0.20,5,0.1,0.2,0.4,0.1,0.2,26.13,-0.44,-9.23,2.826,1.172,360,44,77,33.09,2.97,-9.23,3.583,1.691,360,146,162,False,2.826
GOLD:0.20|IPO:0.40|MYB:0.10|OA:0.10|TN:0.20,5,0.1,0.2,0.4,0.2,0.1,25.16,-1.41,-7.55,3.342,1.602,360,166,193,31.29,1.12,-7.55,4.16,2.193,360,265,174,False,3.342
GOLD:0.30|IPO:0.40|OA:0.10|TN:0.20,4,0.1,0.2,0.4,0.3,0.0,24.07,-2.46,-7.31,3.325,1.562,360,132,360,29.42,-0.78,-7.01,4.232,2.241,360,280,176,False,3.325
IPO:0.50|MYB:0.20|OA:0.10|TN:0.20,4,0.1,0.2,0.5,0.0,0.2,27.66,1.12,-12.75,2.172,0.507,340,2,0,35.48,5.46,-12.75,2.793,0.89,358,26,11,False,2.172
GOLD:0.10|IPO:0.50|MYB:0.10|OA:0.10|TN:0.20,5,0.1,0.2,0.5,0.1,0.1,26.72,0.18,-10.14,2.622,0.979,360,22,3,33.73,3.65,-10.14,3.31,1.444,360,111,13,False,2.622
GOLD:0.20|IPO:0.50|OA:0.10|TN:0.20,4,0.1,0.2,0.5,0.2,0.0,25.73,-0.83,-8.55,3.014,1.276,360,73,128,31.89,1.79,-8.55,3.75,1.765,360,152,38,False,3.014
IPO:0.60|MYB:0.10|OA:0.10|TN:0.20,4,0.1,0.2,0.6,0.0,0.1,28.25,1.72,-13.72,2.065,0.396,330,0,0,36.18,6.1,-13.72,2.646,0.736,353,11,1,False,2.065
GOLD:0.10|IPO:0.60|OA:0.10|TN:0.20,4,0.1,0.2,0.6,0.1,0.0,27.27,0.75,-11.23,2.431,0.777,359,5,0,34.35,4.28,-11.23,3.067,1.191,360,44,18,False,2.431
IPO:0.70|OA:0.10|TN:0.20,3,0.1,0.2,0.7,0.0,0.0,28.79,2.28,-14.65,1.969,0.293,312,0,0,36.71,6.64,-14.65,2.516,0.602,343,4,7,False,1.969
MYB:0.60|OA:0.10|TN:0.30,3,0.1,0.3,0.0,0.0,0.6,23.66,-2.9,-12.68,1.855,0.17,285,0,0,30.25,0.05,-12.68,2.372,0.45,340,54,54,False,1.855
GOLD:0.10|MYB:0.50|OA:0.10|TN:0.30,4,0.1,0.3,0.0,0.1,0.5,22.84,-3.73,-10.28,2.202,0.495,354,58,58,28.63,-1.56,-10.28,2.767,0.828,360,173,173,False,2.202
GOLD:0.20|MYB:0.40|OA:0.10|TN:0.30,4,0.1,0.3,0.0,0.2,0.4,21.97,-4.65,-8.73,2.502,0.837,360,202,202,26.95,-3.23,-8.73,3.083,1.173,360,277,277,False,2.502
GOLD:0.30|MYB:0.30|OA:0.10|TN:0.30,4,0.1,0.3,0.0,0.3,0.3,21.02,-5.65,-8.61,2.368,0.745,360,179,179,25.21,-4.99,-7.44,3.381,1.463,360,342,342,False,2.368
GOLD:0.40|MYB:0.20|OA:0.10|TN:0.30,4,0.1,0.3,0.0,0.4,0.2,19.97,-6.67,-10.78,1.797,0.191,274,6,6,23.43,-6.82,-6.57,3.621,1.636,360,359,359,False,1.797
GOLD:0.50|MYB:0.10|OA:0.10|TN:0.30,4,0.1,0.3,0.0,0.5,0.1,18.87,-7.74,-12.92,1.423,-0.2,46,0,0,21.6,-8.65,-6.48,3.335,1.388,360,308,308,False,1.423
GOLD:0.60|OA:0.10|TN:0.30,3,0.1,0.3,0.0,0.6,0.0,17.74,-8.92,-15.02,1.152,-0.496,0,0,0,19.63,-10.58,-7.63,2.604,0.648,338,100,100,False,1.152
IPO:0.10|MYB:0.50|OA:0.10|TN:0.30,4,0.1,0.3,0.1,0.0,0.5,24.44,-2.11,-11.48,2.127,0.421,347,32,350,31.17,0.94,-11.48,2.712,0.757,360,150,358,False,2.127
GOLD:0.10|IPO:0.10|MYB:0.40|OA:0.10|TN:0.30,5,0.1,0.3,0.1,0.1,0.4,23.61,-2.97,-9.4,2.502,0.808,360,188,331,29.49,-0.71,-9.4,3.128,1.204,360,289,356,False,2.502
GOLD:0.20|IPO:0.10|MYB:0.30|OA:0.10|TN:0.30,5,0.1,0.3,0.1,0.2,0.3,22.71,-3.92,-8.02,2.803,1.16,360,297,322,27.78,-2.43,-8.02,3.451,1.574,360,349,346,False,2.803
GOLD:0.30|IPO:0.10|MYB:0.20|OA:0.10|TN:0.30,5,0.1,0.3,0.1,0.3,0.2,21.73,-4.92,-8.34,2.526,0.909,360,190,360,26.04,-4.2,-6.82,3.821,1.945,360,360,346,False,2.526
GOLD:0.40|IPO:0.10|MYB:0.10|OA:0.10|TN:0.30,5,0.1,0.3,0.1,0.4,0.1,20.67,-5.98,-10.52,1.908,0.3,314,42,360,24.26,-6.07,-6.16,3.929,1.995,360,360,358,False,1.908
GOLD:0.50|IPO:0.10|OA:0.10|TN:0.30,4,0.1,0.3,0.1,0.5,0.0,19.54,-7.09,-12.67,1.501,-0.119,72,0,360,22.32,-7.92,-6.11,3.625,1.715,360,357,360,False,1.501
IPO:0.20|MYB:0.40|OA:0.10|TN:0.30,4,0.1,0.3,0.2,0.0,0.4,25.22,-1.38,-10.6,2.379,0.661,360,118,311,32.05,1.82,-10.6,3.03,1.058,360,245,349,False,2.379
GOLD:0.10|IPO:0.20|MYB:0.30|OA:0.10|TN:0.30,5,0.1,0.3,0.2,0.1,0.3,24.35,-2.28,-8.72,2.78,1.112,360,294,303,30.33,0.14,-8.72,3.46,1.575,360,344,339,False,2.78
GOLD:0.20|IPO:0.20|MYB:0.20|OA:0.10|TN:0.30,5,0.1,0.3,0.2,0.2,0.2,23.41,-3.21,-7.49,3.107,1.463,360,349,334,28.64,-1.62,-7.48,3.813,1.953,360,359,340,False,3.107
GOLD:0.30|IPO:0.20|MYB:0.10|OA:0.10|TN:0.30,5,0.1,0.3,0.2,0.3,0.1,22.4,-4.24,-8.09,2.686,1.061,360,244,360,26.84,-3.46,-6.76,3.961,2.007,360,360,348,False,2.686
GOLD:0.40|IPO:0.20|OA:0.10|TN:0.30,4,0.1,0.3,0.2,0.4,0.0,21.29,-5.3,-10.26,2.017,0.413,338,69,360,24.93,-5.34,-6.62,3.752,1.79,360,360,358,False,2.017
IPO:0.30|MYB:0.30|OA:0.10|TN:0.30,4,0.1,0.3,0.3,0.0,0.3,25.87,-0.69,-10.7,2.415,0.76,359,182,176,32.86,2.64,-10.7,3.058,1.174,360,244,257,False,2.415
GOLD:0.10|IPO:0.30|MYB:0.20|OA:0.10|TN:0.30,5,0.1,0.3,0.3,0.1,0.2,25.0,-1.58,-8.55,2.918,1.231,360,305,252,31.15,0.93,-8.55,3.641,1.72,360,348,299,False,2.918
GOLD:0.20|IPO:0.30|MYB:0.10|OA:0.10|TN:0.30,5,0.1,0.3,0.3,0.2,0.1,24.03,-2.55,-7.57,3.168,1.47,360,352,305,29.34,-0.85,-7.57,3.88,1.943,360,360,308,False,3.168
GOLD:0.30|IPO:0.30|OA:0.10|TN:0.30,4,0.1,0.3,0.3,0.3,0.0,22.95,-3.58,-8.1,2.817,1.146,360,305,360,27.48,-2.73,-7.28,3.773,1.804,360,360,339,False,2.817
IPO:0.40|MYB:0.20|OA:0.10|TN:0.30,4,0.1,0.3,0.4,0.0,0.2,26.54,0.01,-11.37,2.323,0.661,352,146,62,33.53,3.4,-11.37,2.927,1.042,360,206,141,False,2.323
GOLD:0.10|IPO:0.40|MYB:0.10|OA:0.10|TN:0.30,5,0.1,0.3,0.4,0.1,0.1,25.61,-0.93,-9.26,2.788,1.079,360,269,151,31.79,1.66,-9.26,3.468,1.504,360,333,227,False,2.788
GOLD:0.20|IPO:0.40|OA:0.10|TN:0.30,4,0.1,0.3,0.4,0.2,0.0,24.63,-1.95,-8.28,2.974,1.276,360,331,266,29.96,-0.2,-8.28,3.642,1.684,360,359,298,False,2.974
IPO:0.50|MYB:0.10|OA:0.10|TN:0.30,4,0.1,0.3,0.5,0.0,0.1,27.13,0.59,-12.33,2.189,0.543,344,115,20,34.14,4.07,-12.33,2.753,0.883,357,180,93,False,2.189
GOLD:0.10|IPO:0.50|OA:0.10|TN:0.30,4,0.1,0.3,0.5,0.1,0.0,26.2,-0.38,-10.24,2.563,0.837,360,208,100,32.28,2.26,-10.24,3.177,1.211,360,290,189,False,2.563
IPO:0.60|OA:0.10|TN:0.30,3,0.1,0.3,0.6,0.0,0.0,27.66,1.13,-13.33,2.066,0.416,329,48,23,34.66,4.58,-13.33,2.591,0.719,352,156,114,False,2.066
MYB:0.50|OA:0.10|TN:0.40,3,0.1,0.4,0.0,0.0,0.5,23.25,-3.38,-11.96,1.939,0.223,309,96,96,28.99,-1.16,-11.96,2.421,0.466,347,257,257,False,1.939
GOLD:0.10|MYB:0.40|OA:0.10|TN:0.40,4,0.1,0.4,0.0,0.1,0.4,22.41,-4.23,-9.92,2.29,0.556,360,312,312,27.4,-2.79,-9.92,2.818,0.821,360,355,355,False,2.29
GOLD:0.20|MYB:0.30|OA:0.10|TN:0.40,4,0.1,0.4,0.0,0.2,0.3,21.49,-5.17,-8.77,2.454,0.784,360,354,354,25.68,-4.51,-8.54,3.03,1.088,360,360,360,False,2.454
GOLD:0.30|MYB:0.20|OA:0.10|TN:0.40,4,0.1,0.4,0.0,0.3,0.2,20.49,-6.15,-9.46,2.125,0.484,350,238,238,23.94,-6.27,-7.68,3.133,1.181,360,360,360,False,2.125
GOLD:0.40|MYB:0.10|OA:0.10|TN:0.40,4,0.1,0.4,0.0,0.4,0.1,19.46,-7.2,-11.41,1.642,0.036,213,72,72,22.11,-8.11,-7.44,2.99,1.031,358,359,359,False,1.642
GOLD:0.50|OA:0.10|TN:0.40,3,0.1,0.4,0.0,0.5,0.0,18.35,-8.3,-13.53,1.308,-0.308,15,0,0,20.21,-10.0,-7.72,2.622,0.714,327,302,302,False,1.308
IPO:0.10|MYB:0.40|OA:0.10|TN:0.40,4,0.1,0.4,0.1,0.0,0.4,24.01,-2.61,-10.79,2.211,0.48,355,260,340,29.9,-0.3,-10.79,2.758,0.789,360,343,357,False,2.211
GOLD:0.10|IPO:0.10|MYB:0.30|OA:0.10|TN:0.40,5,0.1,0.4,0.1,0.1,0.3,23.14,-3.5,-8.97,2.578,0.829,360,353,338,28.24,-1.98,-8.97,3.155,1.164,360,360,352,False,2.578
GOLD:0.20|IPO:0.10|MYB:0.20|OA:0.10|TN:0.40,5,0.1,0.4,0.1,0.2,0.2,22.2,-4.45,-8.22,2.723,1.059,360,360,353,26.51,-3.73,-7.95,3.335,1.423,360,360,353,False,2.723
GOLD:0.30|IPO:0.10|MYB:0.10|OA:0.10|TN:0.40,5,0.1,0.4,0.1,0.3,0.1,21.18,-5.46,-9.15,2.263,0.632,356,272,360,24.69,-5.54,-7.52,3.273,1.359,360,360,358,False,2.263
GOLD:0.40|IPO:0.10|OA:0.10|TN:0.40,4,0.1,0.4,0.1,0.4,0.0,20.13,-6.55,-11.16,1.734,0.133,255,99,360,22.83,-7.39,-7.42,3.057,1.147,360,360,360,False,1.734
IPO:0.20|MYB:0.30|OA:0.10|TN:0.40,4,0.1,0.4,0.2,0.0,0.3,24.75,-1.89,-10.17,2.436,0.709,360,314,306,30.79,0.5,-10.17,3.018,1.064,360,354,339,False,2.436
GOLD:0.10|IPO:0.20|MYB:0.20|OA:0.10|TN:0.40,5,0.1,0.4,0.2,0.1,0.2,23.85,-2.8,-8.85,2.724,1.034,360,356,333,29.04,-1.24,-8.85,3.345,1.403,360,360,351,False,2.724
GOLD:0.20|IPO:0.20|MYB:0.10|OA:0.10|TN:0.40,5,0.1,0.4,0.2,0.2,0.1,22.88,-3.78,-8.4,2.699,1.049,360,360,349,27.3,-3.03,-8.12,3.339,1.386,360,360,353,False,2.699
GOLD:0.30|IPO:0.20|OA:0.10|TN:0.40,4,0.1,0.4,0.2,0.3,0.0,21.85,-4.84,-9.03,2.372,0.75,360,316,360,25.49,-4.85,-8.01,3.157,1.202,360,360,360,False,2.372
IPO:0.30|MYB:0.20|OA:0.10|TN:0.40,4,0.1,0.4,0.3,0.0,0.2,25.42,-1.25,-10.52,2.404,0.75,360,286,245,31.5,1.16,-10.52,2.983,1.099,360,350,288,False,2.404
GOLD:0.10|IPO:0.30|MYB:0.10|OA:0.10|TN:0.40,5,0.1,0.4,0.3,0.1,0.1,24.49,-2.16,-9.08,2.699,0.978,360,360,311,29.78,-0.58,-9.08,3.311,1.325,360,360,345,False,2.699
GOLD:0.20|IPO:0.30|OA:0.10|TN:0.40,4,0.1,0.4,0.3,0.2,0.0,23.47,-3.17,-8.62,2.676,0.977,360,360,341,27.99,-2.37,-8.62,3.223,1.256,360,360,355,False,2.676
IPO:0.40|MYB:0.10|OA:0.10|TN:0.40,4,0.1,0.4,0.4,0.0,0.1,26.0,-0.66,-11.39,2.27,0.622,355,265,223,32.19,1.82,-11.39,2.813,0.927,360,325,254,False,2.27
GOLD:0.10|IPO:0.40|OA:0.10|TN:0.40,4,0.1,0.4,0.4,0.1,0.0,25.01,-1.59,-9.76,2.591,0.833,360,359,296,30.41,0.1,-9.76,3.159,1.144,360,360,344,False,2.591
IPO:0.50|OA:0.10|TN:0.40,3,0.1,0.4,0.5,0.0,0.0,26.58,-0.1,-12.4,2.148,0.469,344,244,213,32.79,2.44,-12.4,2.661,0.731,355,290,276,False,2.148
MYB:0.40|OA:0.10|TN:0.50,3,0.1,0.5,0.0,0.0,0.4,22.75,-3.95,-11.66,1.957,0.248,308,307,307,27.73,-2.49,-11.66,2.42,0.438,348,355,355,False,1.957
GOLD:0.10|MYB:0.30|OA:0.10|TN:0.50,4,0.1,0.5,0.0,0.1,0.3,21.87,-4.77,-10.36,2.145,0.429,356,360,360,26.07,-4.23,-10.36,2.606,0.615,359,360,360,False,2.145
GOLD:0.20|MYB:0.20|OA:0.10|TN:0.50,4,0.1,0.5,0.0,0.2,0.2,20.95,-5.72,-9.81,2.158,0.482,356,357,357,24.36,-5.92,-9.47,2.648,0.695,360,360,360,False,2.158
GOLD:0.30|MYB:0.10|OA:0.10|TN:0.50,4,0.1,0.5,0.0,0.3,0.1,19.98,-6.7,-10.29,1.908,0.236,290,266,266,22.57,-7.63,-8.75,2.596,0.661,346,360,360,False,1.908
GOLD:0.40|OA:0.10|TN:0.50,3,0.1,0.5,0.0,0.4,0.0,18.91,-7.75,-12.29,1.496,-0.118,96,91,91,20.7,-9.38,-8.55,2.438,0.503,314,330,330,False,1.496
IPO:0.10|MYB:0.30|OA:0.10|TN:0.50,4,0.1,0.5,0.1,0.0,0.3,23.51,-3.15,-10.82,2.178,0.454,358,357,347,28.53,-1.64,-10.82,2.703,0.686,360,360,358,False,2.178
GOLD:0.10|IPO:0.10|MYB:0.20|OA:0.10|TN:0.50,5,0.1,0.5,0.1,0.1,0.2,22.62,-4.03,-9.9,2.347,0.645,360,360,348,26.89,-3.44,-9.9,2.81,0.861,360,360,358,False,2.347
GOLD:0.20|IPO:0.10|MYB:0.10|OA:0.10|TN:0.50,5,0.1,0.5,0.1,0.2,0.1,21.69,-5.0,-9.51,2.292,0.658,360,360,360,25.07,-5.18,-9.01,2.785,0.851,360,360,359,False,2.292
GOLD:0.30|IPO:0.10|OA:0.10|TN:0.50,4,0.1,0.5,0.1,0.3,0.0,20.63,-6.04,-10.05,2.016,0.349,325,278,360,23.27,-6.92,-8.77,2.633,0.697,359,360,360,False,2.016
IPO:0.20|MYB:0.20|OA:0.10|TN:0.50,4,0.1,0.5,0.2,0.0,0.2,24.22,-2.52,-10.48,2.35,0.57,360,358,347,29.4,-0.99,-10.48,2.868,0.813,360,360,357,False,2.35
GOLD:0.10|IPO:0.20|MYB:0.10|OA:0.10|TN:0.50,5,0.1,0.5,0.2,0.1,0.1,23.31,-3.43,-9.64,2.386,0.685,360,360,353,27.64,-2.74,-9.64,2.86,0.907,360,360,360,False,2.386
GOLD:0.20|IPO:0.20|OA:0.10|TN:0.50,4,0.1,0.5,0.2,0.2,0.0,22.3,-4.46,-9.64,2.26,0.614,360,360,358,25.87,-4.51,-9.35,2.738,0.783,360,360,360,False,2.26
IPO:0.30|MYB:0.10|OA:0.10|TN:0.50,4,0.1,0.5,0.3,0.0,0.1,24.88,-1.99,-10.92,2.324,0.553,360,360,329,30.15,-0.33,-10.92,2.827,0.789,360,360,355,False,2.324
GOLD:0.10|IPO:0.30|OA:0.10|TN:0.50,4,0.1,0.5,0.3,0.1,0.0,23.91,-2.93,-9.96,2.337,0.646,360,360,359,28.46,-2.1,-9.96,2.813,0.853,360,360,360,False,2.337
IPO:0.40|OA:0.10|TN:0.50,3,0.1,0.5,0.4,0.0,0.0,25.42,-1.44,-11.55,2.236,0.454,355,347,321,30.78,0.26,-11.55,2.715,0.67,359,360,352,False,2.236
MYB:0.30|OA:0.10|TN:0.60,3,0.1,0.6,0.0,0.0,0.3,22.2,-4.51,-12.46,1.796,0.101,250,353,353,26.35,-3.95,-12.46,2.172,0.198,288,360,360,False,1.796
GOLD:0.10|MYB:0.20|OA:0.10|TN:0.60,4,0.1,0.6,0.0,0.1,0.2,21.34,-5.42,-11.3,1.933,0.188,300,360,360,24.72,-5.62,-11.3,2.257,0.277,314,360,360,False,1.933
GOLD:0.20|MYB:0.10|OA:0.10|TN:0.60,4,0.1,0.6,0.0,0.2,0.1,20.41,-6.36,-11.07,1.89,0.176,284,333,333,22.99,-7.36,-10.76,2.236,0.283,296,360,360,False,1.89
GOLD:0.30|OA:0.10|TN:0.60,3,0.1,0.6,0.0,0.3,0.0,19.38,-7.35,-11.14,1.711,-0.022,171,239,239,21.11,-9.08,-9.9,2.16,0.212,285,338,338,False,1.711
IPO:0.10|MYB:0.20|OA:0.10|TN:0.60,4,0.1,0.6,0.1,0.0,0.2,22.97,-3.82,-11.73,2.01,0.265,341,360,360,27.23,-3.2,-11.71,2.39,0.415,356,360,360,False,2.01
GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.10|TN:0.60,5,0.1,0.6,0.1,0.1,0.1,22.09,-4.73,-11.17,2.034,0.345,350,360,358,25.4,-4.89,-11.17,2.359,0.449,352,360,360,False,2.034
GOLD:0.20|IPO:0.10|OA:0.10|TN:0.60,4,0.1,0.6,0.1,0.2,0.0,21.06,-5.68,-10.91,1.943,0.295,332,354,360,23.64,-6.63,-10.22,2.306,0.357,339,360,360,False,1.943
IPO:0.20|MYB:0.10|OA:0.10|TN:0.60,4,0.1,0.6,0.2,0.0,0.1,23.68,-3.15,-11.64,2.076,0.354,358,360,360,27.87,-2.44,-11.64,2.485,0.503,360,360,360,False,2.076
GOLD:0.10|IPO:0.20|OA:0.10|TN:0.60,4,0.1,0.6,0.2,0.1,0.0,22.69,-4.07,-10.82,2.05,0.356,353,360,360,26.17,-4.19,-10.82,2.421,0.45,355,360,360,False,2.05
IPO:0.30|OA:0.10|TN:0.60,3,0.1,0.6,0.3,0.0,0.0,24.28,-2.53,-11.49,2.073,0.346,354,360,360,28.71,-1.83,-11.49,2.483,0.485,357,360,360,False,2.073
MYB:0.20|OA:0.10|TN:0.70,3,0.1,0.7,0.0,0.0,0.2,21.67,-5.18,-13.43,1.657,-0.093,107,359,359,25.04,-5.44,-13.43,1.939,-0.06,146,360,360,False,1.657
GOLD:0.10|MYB:0.10|OA:0.10|TN:0.70,4,0.1,0.7,0.0,0.1,0.1,20.78,-6.1,-12.51,1.644,-0.051,129,360,360,23.27,-7.12,-12.51,1.973,-0.037,159,360,360,False,1.644
