cell,phase,params,seeds,window,x_med,cagr_med,cagr_min,cagr_max,cagr_worst_seed,dd_med,dd_worst,calmar_med,n_med,win_med,avg_win,avg_loss,mean_tr,median_tr,streak,tpy,signals,passed_up,yearly_med,runtime_s
p6D_gateNIFTYSMLCAP250_150,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYSMLCAP250"", ""gate_sma"": 150, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,37.47,28.02,19.37,34.93,19.37,-40.5,-44.07,0.665,235,45.2,26.96,-6.32,8.875,-1.656,10,16.0,29714,24539,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": -2.8, ""2020"": 12.8, ""2021"": 115.6, ""2022"": 13.8, ""2023"": 82.2, ""2024"": 42.0, ""2025"": -3.4, ""2026"": 7.7}",2.4
p6D_gateNIFTYSMLCAP250_200,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYSMLCAP250"", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,33.86,27.13,20.13,33.79,20.13,-41.13,-44.07,0.647,241,45.4,27.8,-6.49,8.631,-1.673,10,16.4,29714,24707,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": -1.0, ""2020"": 24.4, ""2021"": 101.0, ""2022"": -20.3, ""2023"": 81.2, ""2024"": 37.0, ""2025"": -1.0, ""2026"": 14.7}",2.8
p6E_near0.03_rs0,p6,"{""pivot_n"": 30, ""near_pct"": 0.03, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,10.48,17.37,12.68,22.31,12.68,-39.75,-48.54,0.426,309,42.1,18.31,-5.61,4.559,-1.836,10,21.1,63685,63376,"{""2012"": 37.9, ""2013"": 22.2, ""2014"": 45.6, ""2015"": -15.4, ""2016"": -5.8, ""2017"": 67.6, ""2018"": -14.2, ""2019"": -4.6, ""2020"": 19.1, ""2021"": 57.6, ""2022"": -7.0, ""2023"": 50.9, ""2024"": 23.9, ""2025"": -8.4, ""2026"": 19.5}",6.2
p6E_near0.03_rs50,p6,"{""pivot_n"": 30, ""near_pct"": 0.03, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,18.93,22.06,15.11,28.72,15.11,-37.13,-40.74,0.58,295,43.4,20.85,-5.91,5.753,-1.683,10,20.2,39508,39212,"{""2012"": 53.7, ""2013"": 11.4, ""2014"": 43.8, ""2015"": -0.2, ""2016"": -13.5, ""2017"": 94.4, ""2018"": -17.2, ""2019"": 2.1, ""2020"": 32.3, ""2021"": 69.2, ""2022"": -3.0, ""2023"": 39.0, ""2024"": 20.0, ""2025"": -5.1, ""2026"": 31.7}",6.3
p6E_near0.03_rs70,p6,"{""pivot_n"": 30, ""near_pct"": 0.03, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,30.38,26.21,17.72,33.12,17.72,-45.08,-50.87,0.567,281,42.0,25.42,-6.29,7.607,-2.187,10,19.2,24545,24263,"{""2012"": 70.8, ""2013"": 22.3, ""2014"": 54.6, ""2015"": -16.4, ""2016"": -13.2, ""2017"": 108.2, ""2018"": -13.7, ""2019"": -6.2, ""2020"": 44.5, ""2021"": 111.8, ""2022"": -6.8, ""2023"": 71.5, ""2024"": 58.8, ""2025"": -16.2, ""2026"": 18.5}",5.2
p6E_near0.03_rs85,p6,"{""pivot_n"": 30, ""near_pct"": 0.03, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,20.64,22.93,17.63,27.32,17.63,-39.72,-48.8,0.576,283,40.9,26.62,-7.08,6.882,-2.824,11,19.3,12491,12207,"{""2012"": 24.6, ""2013"": 10.4, ""2014"": 74.7, ""2015"": -12.1, ""2016"": -9.4, ""2017"": 107.9, ""2018"": -17.5, ""2019"": -2.6, ""2020"": 47.6, ""2021"": 112.5, ""2022"": -10.0, ""2023"": 65.9, ""2024"": 29.0, ""2025"": -13.6, ""2026"": 36.6}",4.9
p6E_near0.05_rs0,p6,"{""pivot_n"": 30, ""near_pct"": 0.05, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,9.09,16.19,10.97,20.69,10.97,-40.49,-52.81,0.405,322,39.8,18.85,-5.82,4.117,-2.21,11,22.0,72134,71812,"{""2012"": 34.8, ""2013"": 21.3, ""2014"": 41.0, ""2015"": -10.6, ""2016"": -7.8, ""2017"": 76.6, ""2018"": -16.1, ""2019"": 0.1, ""2020"": 20.2, ""2021"": 31.2, ""2022"": -10.4, ""2023"": 42.1, ""2024"": 17.2, ""2025"": 6.8, ""2026"": 12.8}",6.5
p6E_near0.05_rs50,p6,"{""pivot_n"": 30, ""near_pct"": 0.05, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,20.08,22.68,11.02,26.93,11.02,-41.26,-45.58,0.498,293,43.7,20.56,-6.02,6.042,-1.862,10,20.0,44899,44606,"{""2012"": 35.4, ""2013"": 27.7, ""2014"": 40.9, ""2015"": -4.9, ""2016"": -6.0, ""2017"": 78.8, ""2018"": -16.0, ""2019"": -1.6, ""2020"": 22.1, ""2021"": 63.7, ""2022"": 1.8, ""2023"": 41.2, ""2024"": 28.1, ""2025"": -3.0, ""2026"": 10.8}",6.2
p6E_near0.05_rs70,p6,"{""pivot_n"": 30, ""near_pct"": 0.05, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,40.13,28.6,20.18,33.24,20.18,-40.95,-47.18,0.708,278,45.6,23.72,-6.41,7.619,-1.455,11,19.0,28262,27984,"{""2012"": 46.0, ""2013"": 31.1, ""2014"": 42.2, ""2015"": -8.0, ""2016"": -0.6, ""2017"": 88.8, ""2018"": -13.8, ""2019"": 13.0, ""2020"": 33.1, ""2021"": 90.0, ""2022"": 20.4, ""2023"": 36.5, ""2024"": 45.3, ""2025"": -13.5, ""2026"": 26.2}",4.9
p6E_near0.05_rs85,p6,"{""pivot_n"": 30, ""near_pct"": 0.05, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,46.53,29.93,22.61,32.74,22.61,-43.76,-53.59,0.652,273,41.9,29.07,-7.12,8.543,-2.524,11,18.7,14618,14344,"{""2012"": 21.1, ""2013"": 8.4, ""2014"": 71.8, ""2015"": -9.8, ""2016"": 20.9, ""2017"": 121.0, ""2018"": -23.4, ""2019"": 2.7, ""2020"": 44.0, ""2021"": 92.6, ""2022"": 32.3, ""2023"": 87.9, ""2024"": 36.0, ""2025"": -12.4, ""2026"": 25.2}",5.0
p6E_near0.1_rs0,p6,"{""pivot_n"": 30, ""near_pct"": 0.1, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,13.99,19.71,12.93,26.88,12.93,-50.76,-60.23,0.406,306,39.7,21.66,-5.87,5.25,-2.268,12,20.9,75324,75017,"{""2012"": 41.3, ""2013"": 19.0, ""2014"": 41.8, ""2015"": -9.8, ""2016"": 21.0, ""2017"": 69.2, ""2018"": -30.5, ""2019"": -4.6, ""2020"": 26.8, ""2021"": 55.0, ""2022"": 1.4, ""2023"": 41.2, ""2024"": 30.0, ""2025"": -8.0, ""2026"": 19.8}",7.1
p6E_near0.1_rs50,p6,"{""pivot_n"": 30, ""near_pct"": 0.1, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,17.77,21.67,18.38,26.69,18.38,-45.74,-52.83,0.487,298,42.0,22.61,-6.04,5.809,-1.926,10,20.3,46888,46590,"{""2012"": 30.4, ""2013"": 22.2, ""2014"": 53.6, ""2015"": 4.1, ""2016"": 27.0, ""2017"": 79.8, ""2018"": -23.8, ""2019"": -1.0, ""2020"": 46.6, ""2021"": 54.6, ""2022"": -3.1, ""2023"": 29.2, ""2024"": 20.6, ""2025"": 6.9, ""2026"": 8.9}",6.7
p6E_near0.1_rs70,p6,"{""pivot_n"": 30, ""near_pct"": 0.1, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,30.7,26.28,21.77,36.29,21.77,-43.82,-56.97,0.553,287,43.1,25.97,-6.45,7.042,-1.981,12,19.6,29634,29346,"{""2012"": 63.7, ""2013"": 24.4, ""2014"": 56.2, ""2015"": -4.0, ""2016"": 24.6, ""2017"": 80.7, ""2018"": -21.3, ""2019"": 11.0, ""2020"": 44.8, ""2021"": 81.4, ""2022"": 9.6, ""2023"": 38.8, ""2024"": 34.6, ""2025"": -3.6, ""2026"": 8.8}",6.1
p6E_near0.1_rs85,p6,"{""pivot_n"": 30, ""near_pct"": 0.1, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,50.75,30.71,23.13,34.17,23.13,-47.02,-54.03,0.618,280,42.4,30.33,-7.09,8.641,-2.592,12,19.1,15408,15127,"{""2012"": 15.4, ""2013"": 8.8, ""2014"": 60.4, ""2015"": -1.2, ""2016"": 23.2, ""2017"": 116.2, ""2018"": -26.6, ""2019"": -6.6, ""2020"": 57.5, ""2021"": 107.2, ""2022"": 6.8, ""2023"": 70.0, ""2024"": 43.7, ""2025"": -2.6, ""2026"": 21.8}",5.0
p6E_near0.2_rs0,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,18.4,21.96,12.06,26.89,12.06,-44.72,-53.68,0.492,310,39.3,22.81,-5.86,5.715,-2.115,11,21.1,75584,75274,"{""2012"": 43.2, ""2013"": 15.6, ""2014"": 58.8, ""2015"": -0.9, ""2016"": 24.0, ""2017"": 61.6, ""2018"": -25.6, ""2019"": -0.4, ""2020"": 34.3, ""2021"": 53.5, ""2022"": -3.4, ""2023"": 36.7, ""2024"": 32.3, ""2025"": -5.0, ""2026"": 21.8}",7.2
p6E_near0.2_rs50,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,23.8,24.13,19.5,34.17,19.5,-43.37,-52.31,0.53,292,44.0,23.17,-6.1,6.428,-1.706,9,19.9,47018,46726,"{""2012"": 30.0, ""2013"": 24.9, ""2014"": 58.0, ""2015"": 8.2, ""2016"": 28.4, ""2017"": 59.8, ""2018"": -22.9, ""2019"": -2.9, ""2020"": 46.2, ""2021"": 73.9, ""2022"": -2.9, ""2023"": 46.4, ""2024"": 21.3, ""2025"": 2.0, ""2026"": 20.6}",5.8
p6E_near0.2_rs70,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.85,30.35,20.27,44.95,20.27,-42.38,-53.54,0.664,282,43.7,26.71,-6.4,8.528,-1.94,11,19.2,29714,29432,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 5.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 69.4, ""2024"": 26.3, ""2025"": -13.3, ""2026"": 11.6}",5.0
p6E_near0.2_rs85,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,43.03,29.24,23.67,37.53,23.67,-44.48,-50.61,0.659,274,42.8,28.64,-7.27,7.976,-2.589,13,18.7,15456,15182,"{""2012"": 16.8, ""2013"": 7.2, ""2014"": 62.8, ""2015"": 16.8, ""2016"": 19.3, ""2017"": 111.5, ""2018"": -22.8, ""2019"": -1.7, ""2020"": 44.3, ""2021"": 110.0, ""2022"": 15.1, ""2023"": 86.4, ""2024"": 37.4, ""2025"": -10.6, ""2026"": 22.7}",3.8
p6E_near0.5_rs0,p6,"{""pivot_n"": 30, ""near_pct"": 0.5, ""rs_min"": 0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,15.36,20.45,11.47,29.64,11.47,-47.97,-56.96,0.473,310,39.8,22.66,-5.94,5.378,-2.013,11,21.2,75587,75276,"{""2012"": 43.2, ""2013"": 15.6, ""2014"": 58.8, ""2015"": -0.9, ""2016"": 24.0, ""2017"": 61.6, ""2018"": -25.6, ""2019"": -4.8, ""2020"": 26.2, ""2021"": 56.2, ""2022"": -3.6, ""2023"": 53.4, ""2024"": 29.0, ""2025"": -1.9, ""2026"": 13.4}",6.6
p6E_near0.5_rs50,p6,"{""pivot_n"": 30, ""near_pct"": 0.5, ""rs_min"": 50, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,23.8,24.13,19.5,34.17,19.5,-43.37,-52.31,0.53,292,44.0,23.17,-6.1,6.428,-1.706,9,19.9,47018,46726,"{""2012"": 30.0, ""2013"": 24.9, ""2014"": 58.0, ""2015"": 8.2, ""2016"": 28.4, ""2017"": 59.8, ""2018"": -22.9, ""2019"": -2.9, ""2020"": 46.2, ""2021"": 73.9, ""2022"": -2.9, ""2023"": 46.4, ""2024"": 21.3, ""2025"": 2.0, ""2026"": 20.6}",6.3
p6E_near0.5_rs70,p6,"{""pivot_n"": 30, ""near_pct"": 0.5, ""rs_min"": 70, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.85,30.35,20.27,44.95,20.27,-42.38,-53.54,0.664,282,43.7,26.71,-6.4,8.528,-1.94,11,19.2,29714,29432,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 5.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 69.4, ""2024"": 26.3, ""2025"": -13.3, ""2026"": 11.6}",5.4
p6E_near0.5_rs85,p6,"{""pivot_n"": 30, ""near_pct"": 0.5, ""rs_min"": 85, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,43.03,29.24,23.67,37.53,23.67,-44.48,-50.61,0.659,274,42.8,28.64,-7.27,7.976,-2.589,13,18.7,15456,15182,"{""2012"": 16.8, ""2013"": 7.2, ""2014"": 62.8, ""2015"": 16.8, ""2016"": 19.3, ""2017"": 111.5, ""2018"": -22.8, ""2019"": -1.7, ""2020"": 44.3, ""2021"": 110.0, ""2022"": 15.1, ""2023"": 86.4, ""2024"": 37.4, ""2025"": -10.6, ""2026"": 22.7}",5.8
